date,account_id,currency,balance,inflow,outflow
2025-02-01,ACC-004,MXN,71388306.7762615,0.0,3729045.14
2025-04-22,ACC-004,MXN,33406242.06,1782582.1,0.0
2025-07-01,ACC-002,USD,130720.09,3670.9,8653.13
2025-01-30,ACC-005,MXN,158985835.24,3713708.69,2708479.54
2025-05-18,ACC-002,USD,146674.28,0.0,2845.21
2025-07-19,ACC-001,COP,2681694987.91,66049285.17,0.0
2025-07-07,ACC-004,MXN,22444925.4,740753.6,993246.47
2025-03-20,ACC-005,MXN,166363123.94,4551954.16,6051416.56
2025-07-21,ACC-002,USD,121103.94,4901.15,6894.18
2025-05-14,ACC-006,USD,153956.73,7649.97,3256.86
2025-08-27,ACC-006,USD,150435.78,6407.55,5170.76
2025-06-30,ACC-003,COP,2840346830.03,67155522.71,102387624.12
2025-08-05,ACC-001,COP,,61742599.81,0.0
2025-08-20,ACC-003,COP,3074300025.08,99372697.01,95016031.57
2025-09-11,ACC-001,COP,2269968945.27,196113245.71,92893085.28
2025-06-02,ACC-001,COP,2867888403.21,79820803.04,15919742.54
2025-07-14,ACC-001,COP,2712342709.77,96541012.59,0.0
09-05-2025,ACC-002,USD,99534.69,1959.67,3222.72
2025-08-10,ACC-006,USD,136853.36,1184.69,2294.03
2025-09-01,ACC-006,USD,150950.73,2320.67,3211.68
2025-03-10,ACC-001,COP,,101843686.29,142527812.39
2025-03-25,ACC-002,USD,188776.98,2297.5,8413.73
11/05/2025,ACC-001,COP,2556022338.14,15454295.66,15696262.3
2025-06-04,ACC-003,COP,3149559712.24,103987755.25,71192399.7
09-20-2025,ACC-005,MXN,105952120.6,0.0,1527466.59
31/01/2025,ACC-002,USD,,6829.8,3464.91
2025-08-07,ACC-004,MXN,23586083.33,353465.85,0.0
2025-02-10,ACC-006,USD,231267.42,11797.54,4956.22
2025-05-30,ACC-006,USD,126161.2,5255.15,3353.54
2025-08-08,ACC-002,USD,118752.1,205.56,5052.26
2025-01-04,ACC-005,MXN,155774262.19,6009533.27,0.0
08-29-2025,ACC-001,COP,2454107967.09,90219671.73,172010966.62
2025-05-21,ACC-003,COP,3327287050.1,88571262.82,139038902.76
2025-09-12,ACC-005,MXN,109162894.75,3239044.49,
2025-08-03,ACC-003,COP,3128863908.84,98291204.29,43415363.08
2025-05-12,ACC-003,COP,3503825526.42,119580609.14,92955462.55
2025-08-04,ACC-003,COP,3107580900.62,95990827.9,117273836.13
2025-09-11,ACC-004,MXN,22313297.02,1987616.24,336521.5
2025-07-07,ACC-001,COP,2521457105.99,115945991.39,238463588.36
2025-06-14,ACC-005,MXN,,3424029.31,1697246.04
30/05/2025,ACC-005,MXN,135117747.95,1566114.01,1736288.62
2025-08-11,ACC-006,USD,135065.03543586493,3289.04,5143.62
2025-06-28,ACC-003,COP,2946315266.06,22223457.28,0.0
2025-02-16,ACC-005,MXN,154361172.48,2841218.33,0.0
2025-06-30,ACC-001,Colombian Peso,2773420795.54,73763193.8,117135926.81
2025-02-02,ACC-002,USD,175005.69,0.0,4234.12
2025-06-11,ACC-002,USD,144923.46,4198.76,4904.74
2025-01-14,ACC-002,USD,174680.22,4646.12,3282.92
2025-05-21,ACC-002,USD,142291.19,3021.21,9008.75
2025-01-18,ACC-006,USD,242206.61,2799.73,1628.98
2025-08-25,ACC-005,MXN,103827940.3,3065021.51,3336729.83
2025-07-12,ACC-003,COP,2888163266.52,62664873.76,37802921.78
2025-05-28,ACC-005,MXN,133419335.01,3479207.19,4419897.68
2025-09-21,ACC-004,MXN,19166925.71,0.0,817296.34
2025-07-13,ACC-002,USD,132774.97,1157.04,2833.68
2025-01-29,ACC-003,Colombian Peso,3898977331.4,119585069.18,126440712.3
20/04/2025,ACC-001,cop,2418763177.55,19523472.45,0.0
2025-04-10,ACC-006,USD,180702.78,3168.19,8195.96
2025-05-03,ACC-001,COP,2365978390.6,144884566.17,0.0
2025-05-25,ACC-006,USD,138837.57,2167.86,4745.29
2025-04-25,ACC-006,USD,160186.78,1588.74,4455.5
01-11-2025,ACC-002,US Dollar,170881.26,1825.26,3359.68
2025-06-18,ACC-004,mxn,25469776.74,1379001.4,0.0
2025-01-06,ACC-006,USD,227493.46,6742.1,9821.96
2025-04-22,ACC-006,USD,166366.5,1835.32,3758.44
2025-03-18,ACC-005,MXN,167980529.2,7257937.92,5409148.69
2025-04-07,ACC-006,USD,182482.86,5183.26,3998.05
2025-05-19,ACC-004,MXN,30284027.58,0.0,1446617.99
2025-08-20,ACC-002,USD,17265.10084208704,2471.3,12307.29969822573
09-26-2025,ACC-005,MXN,108043651.47,3770777.83,3609340.04
17/01/2025,ACC-003,COP,3912417589.85,73104525.98,117092301.53
2025-04-19,ACC-004,MXN,30546142.48,560188.05,151859.11
2025-07-02,ACC-004,MXN,22609448.48,147661.5,535932.69
2025-08-21,ACC-005,mxn,104287389.48,2568259.23,3194479.75
2025-06-27,ACC-005,MXN,,4231471.89,3540270.8
2025-01-09,ACC-006,USD,228869.09,7280.34,
2025-05-31,ACC-006,USD,127122.54,3877.61,2916.26
2025-03-09,ACC-001,COP,2691582543.7,0.0,0.0
2025-01-14,ACC-002,USD,174713.96139038706,4646.12,3282.92
2025-08-09,ACC-003,cop,3098269950.92,0.0,0.0
2025-02-04,ACC-005,mxn,,8195576.57,5495399.4
2025-02-11,ACC-003,COP,3934575411.48,106894217.79,65905747.54
18/05/2025,ACC-005,MXN,140524109.76,1336856.77,449614.51
2025-09-01,ACC-003,COP,2923918830.3,54530415.06,99826783.42
2025-07-29,ACC-006,USD,148209.37,2602.75,1958.01
2025-07-20,ACC-003,COP,2935319197.06,48525948.51,54211933.0
2025-08-24,ACC-006,USD,142288.5,3959.69,3275.18
2025-04-14,ACC-003,COP,3819622057.54,64900909.66,123192245.4
2025-08-30,ACC-002,USD,107725.9,2186.46,2719.76
2025-08-18,ACC-003,COP,3110404195.01,66127280.65,150686240.51
2025-03-12,ACC-003,cop,3819636284.85,114651691.95,174197128.66
2025-02-18,ACC-002,USD,151680.56,3909.87,1452.27
2025-06-02,ACC-005,MXN,136231621.47,3133606.15,3309119.95
13/05/2025,ACC-001,COP,2560836145.15,108701478.93,149097132.25
2025-03-23,ACC-003,cop,3862880001.83,,28329174.81
2025-05-18,ACC-004,MXN,31730645.56,126655.96,0.0
2025-01-26,ACC-004,mxn,74261633.26,685755.72,0.0
2025-08-18,ACC-005,MXN,103954973.73,2379463.83,5185798.29
2025-05-06,ACC-001,COP,2401191348.3,50935563.67,
2025-05-07,ACC-003,COP,3496754427.65,135004486.85,120849525.06
25/06/2025,ACC-003,COP,2904101421.11,78893633.96,65651732.86
2025-03-01,ACC-004,MXN,52399797.87,0.0,859634.56
2025-01-20,ACC-002,USD,174396.18,4414.34,6947.87
07-27-2025,ACC-004,MXN,23266584.98,365723.88,828267.51
2025-02-23,ACC-001,COP,2208922066.6,0.0,9593244.23
2025-07-31,ACC-006,USD,148260.3,5976.35,5958.1
2025-02-10,ACC-001,COP,,100231195.94,
2025-02-08,ACC-005,MXN,157754653.43,1831905.01,1877519.56
2025-09-19,ACC-001,COP,2320368936.97,141962916.2,60947131.89
2025-03-25,ACC-001,COP,2720981297.59,143327266.01,111951534.65
2025-02-17,ACC-006,USD,233401.16,10807.21,9791.35
2025-07-27,ACC-005,MXN,126863695.38,1437158.34,2118875.45
2025-01-24,ACC-003,COP,,190252743.5,123671547.94
2025-05-06,ACC-004,MXN,34553648.4,1864017.35,502724.91
2025-09-01,ACC-002,USD,103626.71,0.0,3505.49
2025-09-26,ACC-004,MXN,18784842.09,727474.26,140421.2
2025-02-28,ACC-006,USD,242897.42,2030.89,11006.35
2025-03-18,ACC-006,USD,223796.7,11142.04,7861.62
03/09/2025,ACC-006,USD,151241.18,1325.73,3008.39
2025-04-08,ACC-003,COP,3929496363.63,94178172.19,
2025-08-06,ACC-003,COP,3124489200.48,42050523.5,108831612.77
2025-06-18,ACC-006,USD,125003.72,4004.85,3814.51
2025-02-18,ACC-001,COP,2337479013.57,0.0,16640871.64
2025-08-21,ACC-006,USD,142436.71,2944.74,5375.54
2025-07-17,ACC-002,USD,127768.45,4659.65,5637.94
2025-06-03,ACC-001,COP,2744963481.53,62057077.64,184981999.32
05-05-2025,ACC-002,USD,146564.91,1249.81,4336.76
05-04-2025,ACC-001,COP,2227041424.36,0.0,138936966.23
2025-03-27,ACC-002,USD,,5503.03,8521.61
2025-05-15,ACC-001,COP,2541433323.77,79673907.56,81386019.54
2025-09-26,ACC-001,COP,2172487717.48,37572138.21,137952444.08
2025-04-26,ACC-002,USD,153149.12,7086.93,6083.45
09/08/2025,ACC-001,COP,2380998110.34,17548467.21,50737893.2
2025-02-11,ACC-001,COP,2478943820.59,51948193.71,55753997.66
2025-08-08,ACC-001,COP,817997060.9824734,33922148.53,252502841.69646934
2025-05-06,ACC-005,MXN,144613014.08,3118860.87,7096196.01
2025-06-12,ACC-004,Mexican Peso,25510751.08,466074.07,0.0
2025-05-27,ACC-006,USD,131217.02,3974.26,9262.33
2025-01-02,ACC-003,COP,4014640436.7,137571520.61,130731089.0
2025-08-30,ACC-005,MXN,104707427.27,241680.52,338689.46
2025-06-11,ACC-003,Colombian Peso,3058791372.67,85446840.9,82770109.28
2025-06-17,ACC-003,COP,2865434106.64,122681266.96,65943735.2
2025-01-27,ACC-005,MXN,159850834.95,,8012906.91
18/08/2025,ACC-004,MXN,23186354.02,0.0,105892.61
2025-01-16,ACC-004,MXN,61158722.407275915,958978.7,4547203.75
23/09/2025,ACC-004,Mexican Peso,18358672.15,529468.9,1016634.42
2025-01-14,ACC-005,MXN,157104531.59,4515154.28,4285144.11
2025-08-17,ACC-005,MXN,106761308.18,1286149.05,2384097.12
2025-07-22,ACC-003,COP,2963673656.02,110424327.22,69877752.8
2025-05-10,ACC-006,USD,146129.4,2218.23,6319.32
2025-07-26,ACC-004,mxn,23729128.61,731618.01,20545.57
08/06/2025,ACC-006,USD,127026.37,330.72,
2025-05-01,ACC-003,COP,3485675438.27,78374699.56,92364776.38
2025-09-18,ACC-003,COP,2908574789.17,86864779.13,127792808.37
2025-03-08,ACC-002,usd,167985.98,0.0,0.0
2025-08-21,ACC-001,COP,2566911841.75,5401444.84,53698390.3
2025-08-31,ACC-006,USD,151841.74,3319.67,0.0
2025-01-15,ACC-006,USD,233826.8,12897.78,2917.51
2025-07-18,ACC-002,USD,124796.59,892.17,3864.03
2025-02-25,ACC-003,COP,,174057283.93,161602742.45
2025-08-17,ACC-003,COP,3194963154.88,61086247.19,0.0
2025-07-26,ACC-005,MXN,127545412.49,3369033.65,1843564.31
2025-02-15,ACC-003,COP,3931905221.0,1996236.68,0.0
2025-07-25,ACC-001,COP,2706504246.63,0.0,0.0
01-04-2025,ACC-001,COP,2588018042.02,38926524.28,12536441.22
2025-06-08,ACC-003,COP,2963786539.32,53052668.45,32299799.16
2025-04-28,ACC-006,USD,159255.66,2919.07,0.0
2025-04-04,ACC-004,mxn,34275273.68,1500278.15,1082880.06
2025-06-28,ACC-006,USD,126858.87,682.03,721.07
2025-05-19,ACC-001,COP,2416744336.5249834,26222436.81,10057562.87
2025-06-26,ACC-004,MXN,23431187.1,817186.64,
2025-01-27,ACC-006,USD,236496.89,1390.24,8201.46
2025-04-09,ACC-003,COP,3834409634.23,94317758.11,189404487.52
02-17-2025,ACC-004,MXN,53491091.42,0.0,1985962.09
2025-03-08,ACC-003,COP,3978649231.341586,40160349.49,22433627.41
2025-05-24,ACC-003,COP,3122117610.82,2338827.06,83563378.83
07-27-2025,ACC-003,COP,3030195972.36,25476345.24,5297973.05
2025-02-06,ACC-006,USD,228028.78,6024.48,6758.46
2025-02-09,ACC-006,USD,224426.1,4180.8,0.0
2025-06-07,ACC-001,Colombian Peso,2863314000.31,91140122.16,15011014.59
2025-04-25,ACC-005,MXN,160102799.11,6537897.19,5002819.2
2025-07-12,ACC-002,US Dollar,134451.62,1217.47,7077.83
10/06/2025,ACC-001,COP,3122115612.48,151349295.52,83170059.04
2025-02-05,ACC-002,USD,163633.66,1566.98,
2025-01-08,ACC-003,COP,3961444855.13,94828755.72,179074100.32
05-06-2025,ACC-002,USD,147749.79,2209.91,1025.03
2025-05-10,ACC-002,USD,145680.12,4649.0,1941.32
2025-07-19,ACC-005,MXN,126009697.39,3324855.8,3495348.15
2025-09-01,ACC-002,USD,103595.4814018728,0.0,3505.49
2025-03-07,ACC-005,MXN,156795871.95,5453017.63,6868725.3
2025-02-14,ACC-006,USD,228261.09,4892.39,5787.98
2025-05-05,ACC-003,COP,3517891756.35,102271322.55,140170298.39
08/05/2025,ACC-006,USD,149593.02,0.0,2545.0
2025-03-04,ACC-001,COP,,121716677.54,97898582.83
27/09/2025,ACC-003,cop,3054007545.39,46080713.75,15717201.37
2025-01-10,ACC-006,US Dollar,235707.94,10434.26,3595.41
07-07-2025,ACC-002,USD,127930.16,,7093.69
11/04/2025,ACC-003,COP,3970839462.94,161414333.97,39621492.79
2025-07-28,ACC-002,USD,116827.07,2516.11,9517.24
07-28-2025,ACC-003,COP,3068766820.5,100687274.93,62116426.79
2025-04-09,ACC-006,USD,185730.55,8204.55,6092.32
2025-03-19,ACC-003,COP,3771287322.56,124327862.32,89965503.23
2025-07-08,ACC-006,USD,140970.34,4112.56,842.68
25/08/2025,ACC-006,USD,144004.53,6353.18,
2025-08-14,ACC-005,MXN,108958983.94,1491441.94,4505482.0
2025-01-04,ACC-006,USD,229327.12,4055.93,0.0
2025-03-19,ACC-002,USD,190491.23,2572.56,3123.87
2025-05-28,ACC-004,MXN,32434473.57,1999834.88,0.0
2025-06-26,ACC-002,USD,136324.35,3009.18,4516.98
2025-05-20,ACC-006,USD,152069.71,3322.07,10595.52
2025-04-20,ACC-002,USD,153061.25,3782.89,3303.54
2025-01-25,ACC-003,COP,4092747451.22,38760328.57,0.0
2025-04-02,ACC-006,USD,185728.03,7728.41,9193.46
2025-02-18,ACC-005,MXN,157292856.53,5247008.56,5427611.18
2025-04-20,ACC-003,COP,3866564494.51,1649144.97,12199294.9
2025-08-20,ACC-001,cop,2615208787.21,0.0,0.0
2025-04-23,ACC-002,USD,160338.63,5693.39,0.0
07/01/2025,ACC-004,Mexican Peso,79814508.17,2735970.04,2506027.51
2025-03-14,ACC-001,COP,2536396525.6,24839950.5,55489442.55
2025-03-12,ACC-001,Colombian Peso,2670370077.08,104323785.55,18769763.27
2025-03-22,ACC-005,MXN,168634486.29,2756287.68,4319234.64
10/06/2025,ACC-003,COP,3056114641.04,126174445.65,86760779.31
2025-06-21,ACC-001,COP,3100197055.68,43188983.75,72438095.12
2025-05-31,ACC-004,MXN,30033347.97,0.0,1369384.36
2025-06-18,ACC-001,COP,3220944822.51,43748479.25,131694644.83
2025-08-12,ACC-002,USD,114723.63,228.02,4599.55
2025-06-12,ACC-003,COP,3013664350.17,74002826.17,119129848.66
2025-07-23,ACC-004,MXN,21481696.93,963427.18,0.0
2025-01-03,ACC-002,USD,177680.25,4447.28,5140.05
2025-09-25,ACC-004,MXN,18197789.04,677394.37,922684.73
2025-05-31,ACC-002,USD,143476.31,6934.6,1870.16
2025-04-05,ACC-001,COP,,0.0,143287030.99
2025-03-01,ACC-005,mxn,154792012.65,1004940.4,0.0
2025-09-02,ACC-005,MXN,105885437.72,3567000.53,6061330.01
2025-02-12,ACC-001,COP,2369696014.9,257832.12,109505637.81
2025-02-26,ACC-001,cop,2363632691.19,35266026.18,0.0
2025-09-08,ACC-005,MXN,108901616.46,2180063.44,2736355.74
2025-01-15,ACC-004,MXN,64787456.9,1575176.32,714434.95
09-20-2025,ACC-004,MXN,19984222.05,0.0,0.0
2025-03-04,ACC-006,USD,243779.09,7347.79,7376.65
08/02/2025,ACC-001,COP,2366490729.57,3169607.06,40292966.21
2025-02-06,ACC-002,usd,157186.31,249.59,6696.94
2025-06-03,ACC-003,COP,3116764356.69,129655206.98,64493552.3
2025-09-16,ACC-003,COP,2879098439.97,95723245.58,99117413.62
2025-03-07,ACC-004,MXN,49642467.93,338070.19,671253.12
2025-05-19,ACC-002,USD,144485.61,3220.99,5409.65
2025-06-16,ACC-001,COP,3214907800.69,40037305.93,
2025-09-22,ACC-002,USD,76492.31,4380.95,2264.97
13/02/2025,ACC-003,COP,3939685950.38,,196159062.97
08-25-2025,ACC-004,MXN,21225746.33,737416.55,
2025-08-17,ACC-006,USD,149031.87,7439.45,1263.97
2025-04-20,ACC-005,MXN,164893545.38,,1966696.64
08-07-2025,ACC-006,USD,148583.65,,7122.7
2025-01-29,ACC-004,Mexican Peso,76368962.77,,3225035.53
2025-08-07,ACC-003,COP,3054909893.48,71398435.04,140977742.04
16/02/2025,ACC-002,USD,149594.74,580.35,0.0
2025-04-10,ACC-005,MXN,-161888673.61,6852840.42,7767913.47
2025-03-23,ACC-006,USD,198479.75,52.49,12372.46
2025-09-04,ACC-002,USD,100797.74,2059.95,4296.88
2025-02-26,ACC-006,USD,250336.59,5932.85,6008.15
2025-02-12,ACC-006,USD,229384.08,8186.15,7647.33
2025-09-21,ACC-002,USD,74376.33,0.0,1665.35
08/09/2025,ACC-003,COP,2933113894.21,121498089.8,88361559.89
05-22-2025,ACC-006,USD,146729.93,4006.7,5312.92
2025-06-04,ACC-004,MXN,29827832.72,1666607.18,1606656.99
09/01/2025,ACC-003,COP,3996488939.1,181401908.51,146357824.54
2025-05-09,ACC-003,COP,3425754784.77,,132678346.66
03/07/2025,ACC-002,USD,125794.88,3146.8,797.42
2025-03-08,ACC-003,COP,3978144249.72,40160349.49,22433627.41
2025-03-05,ACC-006,USD,242990.42,14049.54,14838.21
2025-01-12,ACC-006,usd,227991.62,0.0,3588.26
2025-02-28,ACC-003,COP,3779094073.78,67303053.94,86349466.35
2025-06-26,ACC-003,Colombian Peso,2920575511.95,61909824.88,45435734.04
06-17-2025,ACC-004,MXN,24090775.34,848465.77,29418.55
2025-01-31,ACC-003,COP,4036789887.63,183446421.55,34225742.3
2025-08-28,ACC-003,COP,2995185958.04,113235416.5,90793229.36
2025-03-03,ACC-001,Colombian Peso,2392334626.17,87597636.93,162807841.46
03-14-2025,ACC-005,MXN,161033384.58,5390077.75,4330125.93
2025-09-24,ACC-002,USD,79707.89,1975.78,11.2
2025-03-20,ACC-002,usd,188245.37293726008,0.0,2424.43
2025-02-28,ACC-005,Mexican Peso,153787072.25,2740267.7,8094213.19
2025-09-02,ACC-001,Colombian Peso,2255026741.21,20461824.9,114245260.05
2025-01-26,ACC-001,COP,2905271906.18,56390009.13,83823179.6
2025-08-11,ACC-001,COP,2371786156.66,49761786.21,0.0
2025-05-04,ACC-005,MXN,151679268.18,2248422.38,1395768.27
2025-04-16,ACC-001,COP,2512401395.32,126223022.16,0.0
14/05/2025,ACC-003,COP,3408747643.75,112437713.57,83401636.39
2025-04-13,ACC-003,COP,3877913393.28,49012196.84,59510046.0
2025-04-19,ACC-005,MXN,164812234.07,2777924.25,946885.13
2025-05-06,ACC-003,COP,3482599465.86,39471140.71,74763431.2
2025-08-28,ACC-002,US Dollar,,2576.76,4917.3
2025-05-12,ACC-001,COP,2601231798.48,,46306995.41
2025-03-29,ACC-005,MXN,156882943.85,1118793.15,2155062.36
2025-06-24,ACC-002,usd,138874.57,0.0,0.0
2025-08-31,ACC-003,COP,2969215198.65,7743234.4,19231103.82
2025-08-27,ACC-002,USD,110764.92,3423.05,2924.6
2025-09-06,ACC-003,cop,2947902193.8,36637655.78,68803236.17
2025-01-25,ACC-003,COP,4094989421.6444073,38760328.57,0.0
2025-03-17,ACC-001,COP,2619115895.18,66854297.78,15686713.32
2025-02-06,ACC-001,COP,2441956444.51,17792858.03,112710841.13
2025-05-01,ACC-006,USD,152366.73,8294.92,7738.92
27/02/2025,ACC-001,COP,,75171172.3,44348089.2
2025-07-16,ACC-001,COP,2555583933.81,47732570.52,114010740.99
31/01/2025,ACC-006,USD,246685.95,4774.34,1888.38
2025-02-15,ACC-004,MXN,54292139.83,0.0,0.0
2025-07-30,ACC-004,MXN,21424327.39,1228516.58,1103318.87
2025-09-24,ACC-005,MXN,107618775.78,3157186.35,3047100.76
2025-09-22,ACC-003,COP,2934534832.9,81675686.63,82670354.63
2025-07-27,ACC-002,USD,123828.19,0.0,5187.84
2025-03-28,ACC-001,COP,2673091978.22,48942423.85,3573324.48
2025-07-04,ACC-006,USD,135826.58,,2518.83
22/01/2025,ACC-003,COP,3991957581.76,90472455.88,119179356.02
2025-03-06,ACC-002,USD,166611.52,3194.1,0.0
2025-07-28,ACC-004,MXN,22201596.19,375134.79,
2025-03-13,ACC-005,MXN,159973432.76,389502.67,4538477.81
2025-07-03,ACC-004,MXN,23219178.89,812842.11,203111.71
2025-06-15,ACC-004,MXN,23563469.93,324739.88,478159.3
2025-06-18,ACC-003,COP,2895056486.7,149841389.57,120219009.51
2025-04-06,ACC-006,usd,181297.64,0.0,3534.78
2025-07-31,ACC-005,MXN,122905106.61,3602856.52,4378045.72
2025-08-05,ACC-005,MXN,115472557.48,4024531.19,4538551.81
2025-09-26,ACC-002,USD,,4382.53,6854.71
2025-04-26,ACC-005,MXN,1569232059.5,0.0,3179593.15
2025-04-28,ACC-004,MXN,32702370.65,1400957.35,355891.07
2025-07-28,ACC-005,MXN,126797660.97,,2836957.43
12/07/2025,ACC-004,MXN,19946004.01,0.0,972289.56
2025-05-29,ACC-002,USD,132900.93,3239.94,8356.95
2025-01-16,ACC-005,MXN,161405274.07,5927741.89,3609569.43
2025-07-24,ACC-006,USD,150948.31,1614.53,3017.37
2025-06-30,ACC-006,USD,127679.57,6011.08,
2025-02-03,ACC-003,cop,4002909966.96,,111976045.38
2025-06-10,ACC-006,USD,125753.25,1526.63,7163.18
2025-03-06,ACC-006,USD,227348.09,1223.37,16865.7
2025-03-04,ACC-002,USD,170518.03,4703.86,0.0
2025-07-15,ACC-003,COP,,89933179.95,125089816.59
2025-07-15,ACC-004,MXN,18685887.02,0.0,1742891.12
04/02/2025,ACC-003,Colombian Peso,3994457754.12,160878700.57,169330913.41
03-21-2025,ACC-006,USD,215606.24,,3996.74
22/05/2025,ACC-005,MXN,136122216.91,2814878.59,5467293.78
2025-05-16,ACC-005,MXN,141333988.94,2147691.51,6143954.21
2025-06-16,ACC-006,USD,123936.97,1470.32,4752.52
2025-09-25,ACC-005,MXN,107882213.68,4734296.72,4470858.81
30/06/2025,ACC-005,MXN,133458937.2,3800011.87,6798720.83
2025-01-08,ACC-005,MXN,156746285.4,5223201.8,5092671.89
2025-08-13,ACC-005,MXN,111973024.01,4203102.27,2052719.98
01-09-2025,ACC-001,Colombian Peso,2705830898.71,102909524.63,21065193.55
2025-07-09,ACC-006,USD,135810.47,1567.29,6727.17
2025-03-24,ACC-006,USD,198592.81,2720.94,2607.88
07/06/2025,ACC-004,MXN,25622163.75,0.0,1662360.76
2025-02-04,ACC-002,USD,168242.09,0.0,7515.52
2025-06-29,ACC-005,MXN,136457646.17,2353843.68,0.0
2025-06-21,ACC-006,USD,124946.69,0.0,680.43
2025-03-16,ACC-001,COP,2567948310.72,97120727.03,42030604.27
12/08/2025,ACC-004,mxn,22720561.49,1302716.41,685875.95
09-10-2025,ACC-002,USD,99514.82,1468.29,1474.49
2025-03-07,ACC-002,USD,167985.98,7613.63,6239.17
2025-01-30,ACC-003,COP,3887569208.38,,124915289.6
2025-02-20,ACC-003,Colombian Peso,3866877769.39,66524716.35,160604375.64
2025-03-30,ACC-001,COP,2718452473.5,135248465.52,44138808.47
2025-03-17,ACC-004,MXN,39632127.76,664038.9,1378252.37
08-06-2025,ACC-001,COP,832981694.2488395,126219909.18,95211437.04683916
2025-06-22,ACC-003,COP,2907920290.48,39764795.33,10609873.34
08/09/2025,ACC-006,USD,148168.05,3261.56,7538.79
2025-06-23,ACC-001,COP,3159725800.04,49665617.77,152603450.49
2025-07-01,ACC-006,USD,131831.65,8564.38,4412.3
2025-08-10,ACC-001,COP,2322024370.45,,109089098.47
2025-02-19,ACC-002,USD,151544.21,6308.58,6444.93
2025-04-12,ACC-006,USD,186757.57,,866.34
2025-05-23,ACC-006,USD,144512.2,1493.64,3711.37
2025-02-14,ACC-005,MXN,153100041.64,4574219.88,6780149.44
2025-09-24,ACC-001,COP,2387307857.15,45975137.45,105989483.52
2025-01-07,ACC-001,COP,2544669116.43,82906062.15,157638270.14
16/02/2025,ACC-004,MXN,55477053.5,1695528.41,510614.74
2025-08-26,ACC-005,MXN,103550495.9,4298694.23,4576138.63
2025-07-18,ACC-003,COP,3006441286.59,148237601.04,50698147.19
2025-05-19,ACC-001,COP,2416702188.16,26222436.81,10057562.87
13/06/2025,ACC-001,COP,3130278984.13,0.0,97898253.9
2025-01-25,ACC-006,USD,240666.31,2319.68,5872.61
2025-02-24,ACC-003,COP,3840815894.38,138002877.13,116843763.19
08-09-2025,ACC-006,USD,137962.7,1329.2,8455.26
2025-05-04,ACC-006,USD,154403.48,5466.45,2905.82
05-17-2025,ACC-005,MXN,139636867.5,256781.91,1953903.34
2025-08-28,ACC-004,MXN,20042234.19,0.0,1702735.16
2025-08-19,ACC-006,US Dollar,145424.09,4297.39,5910.91
2025-08-25,ACC-005,MXN,103913522.9726803,3065021.51,3336729.83
2025-09-11,ACC-002,USD,97165.76,1915.34,4264.4
2025-04-18,ACC-006,USD,176529.64,6407.54,11084.2
2025-09-24,ACC-003,COP,2935072496.99,87082149.63,96539311.29
2025-02-21,ACC-004,MXN,54576744.71,600001.55,5318054.71
2025-06-23,ACC-004,MXN,25650491.11,945573.11,746793.47
2025-02-08,ACC-003,COP,3933862207.19,48003889.14,110004241.06
2025-04-26,ACC-004,MXN,32634497.63,0.0,657125.39
2025-01-20,ACC-001,COP,2926355012.42,28583779.22,146953069.49
2025-09-06,ACC-006,USD,149332.39,0.0,1463.22
2025-04-04,ACC-003,COP,4001618746.83,88088610.91,157215516.15
2025-04-21,ACC-004,MXN,31623659.96,399482.18,1043189.98
03-20-2025,ACC-003,COP,3743230766.61,114141229.28,142197785.24
2025-02-05,ACC-006,usd,228762.76,10144.37,9263.54
2025-04-26,ACC-003,COP,3728996733.94,761491.86,79372255.09
2025-06-25,ACC-004,Mexican Peso,24658097.58,565215.06,562111.21
02/04/2025,ACC-004,MXN,32783538.67,,645434.44
18/05/2025,ACC-001,COP,2400537314.23,119769023.89,52370004.36
2025-01-18,ACC-003,COP,3910189177.77,50940901.5,53169313.58
2025-06-07,ACC-003,COP,2943033670.04,0.0,95479740.5
2025-01-19,ACC-006,USD,239960.69,0.0,2245.92
2025-02-27,ACC-004,MXN,54698738.64,830714.96,3404186.99
2025-09-21,ACC-005,MXN,104849975.93,0.0,1102144.67
2025-06-28,ACC-002,USD,132340.72,0.0,0.0
2025-04-09,ACC-002,USD,164002.04,7490.53,7915.55
2025-08-04,ACC-006,USD,146217.69,5748.66,3153.19
2025-05-07,ACC-004,MXN,34951506.63,397858.23,0.0
27/02/2025,ACC-002,USD,169083.52,7034.81,6469.06
02-17-2025,ACC-002,USD,149222.97,3558.91,3930.68
2025-07-09,ACC-005,MXN,138004764.99,4998937.2,5298779.11
2025-05-05,ACC-006,USD,153068.1,6313.63,7649.0
2025-09-16,ACC-002,USD,83147.63,2763.58,3368.83
14/09/2025,ACC-002,USD,89002.86,1326.22,5765.63
2025-03-29,ACC-001,COP,2627342816.44,0.0,45749161.78
2025-07-29,ACC-002,USD,115635.54,3500.33,4691.86
2025-03-10,ACC-002,USD,175799.01,13160.93,6847.87
2025-04-14,ACC-004,MXN,31243043.48,1784817.37,2518641.59
28/04/2025,ACC-003,COP,3631566021.04,131414853.3,185623959.34
2025-05-29,ACC-001,COP,2690593283.44,99170209.12,60197448.31
2025-01-01,ACC-006,USD,226058.54,9428.79,3370.25
2025-07-07,ACC-006,USD,137700.46,6553.53,2559.45
